ID,NAME,GENDER,KOREAN_GRADE,ENGLISH_GRADE,MATH_GRADE
110467,Madelaine,F,11,82,64
110468,Maevery,F,18,71,68
110469,Mahsa,F,6,3,80
110470,Majesti,F,40,3,8
110471,Makeyla,F,48,88,74
110472,Maleia,F,21,65,73
110473,Marci,F,15,53,5
110474,Mariangel,F,4,84,33
110475,Marionna,F,46,39,31
110476,Marlyn,F,81,8,34
110477,Maylene,F,87,73,5
110478,Mayzee,F,90,21,47
110479,Mckinsley,F,14,59,70
110480,Meili,F,24,54,58
110481,Melodee,F,56,76,11
110482,Mikaylah,F,73,78,47
110483,Miles,F,59,17,43
110484,Momina,F,33,38,14
110485,Mumtaz,F,80,77,17
110486,Myanna,F,96,49,48
110487,Myia,F,40,1,84
110488,Nailea,F,11,8,1
110489,Nallely,F,84,80,53
110490,Nariya,F,19,77,44
110491,Nasya,F,11,30,34
110492,Nature,F,80,75,52
110493,Neda,F,10,17,53
110494,Nefertiti,F,53,72,97
110495,Nela,F,95,26,35
110496,Nyree,F,42,43,75
110497,Oliva,F,75,76,75
110498,Olivianna,F,8,32,27
110499,Portia,F,33,58,30
110500,Pranavi,F,77,61,48
110501,Priyanka,F,99,91,89
110502,Rachell,F,72,17,33
110503,Ray,F,78,99,23
110504,Rayelle,F,61,24,95
110505,Raygen,F,99,50,66
110506,Renesme,F,89,45,94
110507,Reyah,F,55,30,23
110508,Rhiyan,F,56,20,6
110509,Rhonda,F,34,7,41
110510,Roza,F,87,58,86
110511,Saniah,F,49,25,95
110512,Saylah,F,64,51,30
110513,Seraphine,F,43,22,40
110514,Shailene,F,4,64,84
110515,Shauna,F,24,48,62
110516,Sheryl,F,87,2,78
110517,Shree,F,39,2,49
110518,Skarlette,F,19,73,62
110519,Solene,F,40,55,55
110520,Sophya,F,60,54,81
110521,Suzy,F,87,65,96
110522,Tahiri,F,38,54,9
110523,Tatiyana,F,81,43,35
110524,Tea,F,70,57,48
110525,Teal,F,49,11,60
110526,Tempest,F,45,9,21
110527,Tinsleigh,F,7,31,27
110528,Trudy,F,55,8,68
110529,Tuesday,F,65,28,42
110530,Vaishnavi,F,19,60,32
110531,Velma,F,75,33,7
110532,Viha,F,32,44,18
110533,Vina,F,38,42,51
110534,Vita,F,36,41,67
110535,Viviane,F,1,12,9
110536,Wrenleigh,F,34,90,21
110537,Yanelli,F,18,44,73
110538,Yani,F,88,59,88
110539,Yari,F,71,69,4
110540,Zanaya,F,6,79,12
110541,Zanylah,F,53,41,89
110542,Zarai,F,73,15,23
110543,Zaviah,F,32,16,92
110544,Zelia,F,7,29,33
110545,Zenaya,F,35,76,50
110546,Zeppelin,F,77,88,50
110547,Zuzanna,F,11,56,17
110548,Aaryn,M,99,75,15
110549,Ahan,M,79,18,0
110550,Alexandru,M,78,85,41
110551,Arlis,M,44,71,66
110552,Armond,M,27,52,21
110553,Arsenio,M,21,32,59
110554,Arslan,M,8,3,64
110555,Atley,M,40,8,48
110556,Avinash,M,45,48,99
110557,Bayne,M,41,59,41
110558,Bohannon,M,93,79,42
110559,Brantly,M,60,85,28
110560,Braxon,M,87,11,11
110561,Bray,M,54,79,94
110562,Breckyn,M,28,56,55
110563,Breyson,M,21,5,6
110564,Bricen,M,29,5,31
110565,Brodee,M,51,60,7
110566,Carnell,M,3,15,4
110567,Chael,M,43,95,28
110568,Chozen,M,40,1,77
110569,Christon,M,93,4,72
110570,Cliff,M,43,21,88
110571,Cord,M,83,94,95
110572,Daris,M,72,31,72
110573,Darrick,M,44,67,96
110574,Daryn,M,26,70,23
110575,Dayan,M,24,13,39
110576,Deng,M,34,11,5
110577,Deontay,M,32,82,69
110578,Derez,M,83,4,31
110579,Domenick,M,67,8,1
110580,Echo,M,47,83,1
110581,Edrian,M,43,95,21
110582,Einar,M,38,78,61
110583,Elroy,M,1,0,91
110584,Emet,M,13,71,10
110585,Exodus,M,97,34,16
110586,Fredrik,M,18,88,19
110587,Geo,M,75,18,79
110588,Gershon,M,63,33,74
110589,Hashir,M,32,66,76
110590,Hayk,M,91,66,48
110591,Hazael,M,4,56,74
110592,Henrry,M,5,11,89
110593,Hutchinson,M,90,87,48
110594,Itzael,M,19,76,87
110595,Jaeceon,M,99,35,54
110596,Jailyn,M,18,50,39
110597,Jarius,M,58,56,30
110598,Javontae,M,60,91,83
110599,Jeremie,M,85,50,99
110600,Jesaiah,M,74,21,19
110601,Juanito,M,57,25,53
110602,Kailo,M,39,16,77
110603,Kairee,M,30,46,70
110604,Kalum,M,1,28,12
110605,Karlo,M,88,16,9
110606,Karsin,M,61,53,18
110607,Karthikeya,M,57,80,11
110608,Kaspian,M,92,65,99
110609,Kaylor,M,87,1,0
110610,Kaz,M,46,73,24
110611,Keiden,M,90,93,57
110612,Kenson,M,70,99,97
110613,Keontae,M,16,2,10
110614,Kessler,M,27,58,2
110615,Khali,M,73,31,18
110616,Khaliq,M,33,27,92
110617,Khyren,M,37,36,3
110618,Kiansh,M,94,63,48
110619,Kross,M,20,1,71
110620,Logen,M,85,91,30
110621,Majd,M,85,94,22
110622,Master,M,23,48,84
110623,Masud,M,27,3,57
110624,Mavryk,M,71,75,99
110625,Maximillion,M,20,96,93
110626,Maximino,M,77,41,1
110627,Mikkel,M,9,6,29
110628,Myking,M,84,83,24
110629,Naod,M,50,2,37
110630,Narek,M,12,34,21
110631,Nevaan,M,93,31,60
110632,Nikoli,M,42,19,29
110633,Nnamdi,M,93,37,40
110634,Nyzir,M,78,35,78
110635,Ole,M,32,61,80
110636,Olyver,M,6,23,88
110637,Ostin,M,36,0,36
110638,Paden,M,42,34,68
110639,Paxon,M,54,12,97
110640,Payden,M,37,57,19
110641,Raekwon,M,59,86,43
110642,Raquan,M,91,99,55
110643,Rashaud,M,92,98,34
110644,Raynor,M,1,21,46
110645,Reinaldo,M,30,71,69
110646,Riyad,M,17,68,55
110647,Rocko,M,97,88,44
110648,Rodger,M,24,9,59
110649,Roran,M,84,75,43
110650,Ryon,M,65,93,75
110651,Samad,M,70,59,63
110652,Shadrach,M,86,93,1
110653,Sheamus,M,20,4,48
110654,Shraga,M,26,88,43
110655,Sion,M,62,35,65
110656,Stephano,M,25,0,23
110657,Teigen,M,88,32,80
110658,Tevita,M,48,51,19
110659,Tex,M,85,44,55
110660,Thielen,M,37,23,86
110661,Timofey,M,82,41,87
110662,Uzziel,M,57,3,23
110663,Vir,M,52,26,40
110664,Vlad,M,18,5,98
110665,Wyland,M,39,34,18
110666,Xayne,M,5,26,99
110667,Xerxes,M,96,48,5
110668,Yazeed,M,33,26,5
110669,Yonis,M,34,80,40
110670,Yuriel,M,31,6,35
110671,Zacharia,M,0,30,20
110672,Zaelyn,M,73,21,89
110673,Zaidan,M,86,34,53
110674,Zalmen,M,21,55,2
110675,Zayvien,M,10,59,23
110676,Zephan,M,0,11,65
110677,Aalani,F,74,35,32
110678,Aaliah,F,87,30,23
110679,Aamina,F,23,33,14
110680,Adaliah,F,97,44,50
110681,Adanna,F,30,18,18
110682,Addalee,F,16,6,77
110683,Adel,F,41,54,48
110684,Adelise,F,21,74,88
110685,Adithi,F,93,43,28
110686,Adya,F,21,82,57
110687,Airis,F,22,70,95
110688,Aishwarya,F,13,31,35
110689,Aiva,F,39,34,11
110690,Aivy,F,95,99,96
110691,Alania,F,14,79,0
110692,Alden,F,51,21,53
110693,Alexxa,F,59,52,93
110694,Aleyssa,F,5,40,40
110695,Alira,F,33,44,84
110696,Allora,F,38,4,96
110697,Alyssandra,F,96,20,36
110698,Amarissa,F,33,75,24
110699,Amberle,F,85,39,90
110700,Ambrielle,F,19,40,39
110701,Amel,F,37,55,62
110702,Amorie,F,49,14,47
110703,Analyn,F,83,74,27
110704,Anasophia,F,88,98,24
110705,Anastasiya,F,84,85,62
110706,Anavictoria,F,4,67,25
110707,Anella,F,99,75,76
110708,Annalea,F,80,1,37
110709,Anuhea,F,67,70,9
110710,Anyia,F,87,87,52
110711,Araiya,F,84,31,67
110712,Arantxa,F,48,20,28
110713,Arika,F,93,26,37
110714,Aryam,F,31,22,51
110715,Audie,F,31,62,71
110716,Aviyana,F,86,34,93
110717,Avneet,F,2,55,58
110718,Barbie,F,75,28,33
110719,Basma,F,64,28,48
110720,Bellami,F,28,34,71
110721,Benjamin,F,47,30,77
110722,Beretta,F,71,24,67
110723,Bibiana,F,17,13,20
110724,Bina,F,75,53,89
110725,Braxton,F,12,24,71
110726,Braylie,F,1,84,11
110727,Breasia,F,86,40,75
110728,Breelle,F,69,98,66
110729,Brier,F,80,13,74
110730,Brithany,F,65,7,75
110731,Briza,F,47,31,50
110732,Brodie,F,81,62,37
110733,Caelynn,F,71,30,14
110734,Cailani,F,48,61,39
110735,Callen,F,47,26,49
110736,Callia,F,60,99,29
110737,Calypso,F,78,77,9
110738,Camrynn,F,13,37,17
110739,Carlene,F,24,8,41
110740,Carlyn,F,13,94,20
110741,Cassidi,F,39,71,27
110742,Charissa,F,0,64,36
110743,Charvi,F,11,26,88
110744,Cinthia,F,26,27,25
110745,Citlalli,F,46,62,66
110746,Cody,F,98,92,2
110747,Corie,F,29,51,6
110748,Cozette,F,35,66,79
110749,Cristiana,F,45,50,79
110750,Daijah,F,96,99,50
110751,Damoni,F,5,79,20
110752,Darling,F,98,93,49
110753,Delaila,F,48,80,17
110754,Dhanvi,F,89,30,3
110755,Dim,F,29,99,4
110756,Dima,F,2,79,66
110757,Dionne,F,15,59,10
110758,Divisha,F,19,85,89
110759,Dominga,F,19,97,88
110760,Dorian,F,35,25,86
110761,Eilis,F,20,40,9
110762,Eknoor,F,34,11,61
110763,Elanna,F,84,38,97
110764,Elysa,F,20,61,70
110765,Emiley,F,16,5,83
110766,Emili,F,38,52,92
110767,Emmajean,F,98,56,63
110768,Esmerelda,F,20,27,60
110769,Etty,F,94,61,92
110770,Evalena,F,79,45,9
110771,Evani,F,5,54,56
110772,Fajr,F,97,45,36
110773,Gelila,F,98,38,4
110774,Germany,F,70,94,80
110775,Giannah,F,59,80,21
110776,Gimena,F,94,62,68
110777,Graelynn,F,22,92,59
110778,Haiven,F,94,16,2
110779,Hanah,F,71,3,71
110780,Hartlee,F,86,20,47
110781,Havannah,F,54,7,64
110782,Havilah,F,9,32,87
110783,Hinata,F,23,1,43
110784,Holiday,F,70,45,67
110785,Ianna,F,67,26,37
110786,Ilyanna,F,88,35,74
110787,Imara,F,19,72,59
110788,Indra,F,51,56,15
110789,Islay,F,34,53,50
110790,Israella,F,75,56,68
110791,Iveth,F,68,82,21
110792,Jacquelynn,F,26,93,49
110793,Jadzia,F,71,48,91
110794,Jaelee,F,43,63,96
110795,Jakyla,F,10,5,51
110796,Jakyra,F,50,70,63
110797,Jamari,F,33,31,24
110798,Janis,F,44,88,99
110799,Jaquelyn,F,25,78,15
110800,Jaretzy,F,78,3,25
110801,Jasia,F,99,17,88
110802,Jasmyne,F,58,11,57
110803,Jatziry,F,12,57,36
110804,Jaymee,F,50,10,50
110805,Jayonna,F,99,23,25
110806,Jeanna,F,4,57,77
110807,Jeannie,F,25,16,6
110808,Jenise,F,91,57,26
110809,Jentri,F,15,85,18
110810,Jermany,F,79,0,36
110811,Jody,F,26,9,74
110812,Jordi,F,68,31,16
110813,Jouri,F,64,97,39
110814,Jovee,F,80,9,17
110815,Juliann,F,31,43,91
110816,July,F,95,36,57
110817,Kaela,F,54,87,60
110818,Kaida,F,46,73,25
110819,Kamber,F,18,40,60
110820,Kamylah,F,18,47,10
110821,Karra,F,9,46,39
110822,Kayleah,F,82,86,61
110823,Kaziah,F,70,92,30
110824,Keara,F,32,34,88
110825,Kemora,F,52,78,37
110826,Kendi,F,75,25,34
110827,Keyara,F,19,11,61
110828,Keyri,F,85,65,77
110829,Khai,F,74,5,22
110830,Kleo,F,66,69,85
110831,Kristi,F,14,74,39
110832,Kriti,F,61,7,67
110833,Krystina,F,60,12,93
110834,Kymora,F,8,22,3
110835,Lakynn,F,46,48,98
110836,Larisa,F,16,93,12
110837,Lawsyn,F,51,99,56
110838,Lemon,F,16,45,69
110839,Linh,F,45,61,55
110840,Loraine,F,54,45,2
110841,Loyal,F,70,94,22
110842,Luzmaria,F,61,13,13
110843,Lyndi,F,97,16,61
110844,Lynnex,F,17,91,57
110845,Madalena,F,38,70,83
110846,Maddix,F,59,40,44
110847,Maheen,F,22,3,21
110848,Malayla,F,71,24,1
110849,Mamie,F,5,66,37
110850,Manahil,F,99,48,52
110851,Mattilyn,F,34,46,79
110852,Menucha,F,81,88,23
110853,Michael,F,25,4,28
110854,Mickey,F,67,9,44
110855,Mikaella,F,38,39,14
110856,Nadeen,F,56,93,74
110857,Nadiyah,F,60,42,88
110858,Nahia,F,17,8,12
110859,Nailani,F,95,65,35
110860,Nayelis,F,84,73,30
110861,Niki,F,88,97,97
110862,Niralya,F,86,63,56
110863,Niva,F,39,37,38
110864,Nysha,F,79,81,46
110865,Quinlan,F,51,0,38
110866,Quinlynn,F,37,28,6
110867,Rayana,F,18,4,86
110868,Rayden,F,98,92,24
110869,Rhyann,F,54,93,36
110870,Richelle,F,6,9,38
110871,Rion,F,64,21,46
110872,Riona,F,39,38,91
110873,Riyana,F,60,97,51
110874,Roseanna,F,33,39,3
110875,Rumaisa,F,64,62,38
110876,Ryliegh,F,50,90,54
110877,Rynn,F,62,20,66
110878,Saffron,F,34,76,25
110879,Sagan,F,23,65,63
110880,Sahra,F,32,62,5
110881,Santina,F,8,88,84
110882,Sehaj,F,24,45,0
110883,Serenitee,F,68,83,88
110884,Seriyah,F,93,8,40
110885,Shaylyn,F,66,69,45
110886,Sheridan,F,57,61,25
110887,Shivya,F,53,57,65
110888,Sidrah,F,4,41,23
110889,Siri,F,21,27,72
110890,Skylan,F,55,80,29
110891,Soleia,F,73,39,65
110892,Spirit,F,56,39,30
110893,Swayzie,F,2,68,99
110894,Taj,F,55,36,61
110895,Tamiah,F,92,48,34
110896,Tamya,F,24,18,40
110897,Teagyn,F,83,86,81
110898,Teanna,F,26,80,97
110899,Thais,F,73,80,97
110900,Torah,F,45,28,8
110901,Torryn,F,85,9,52
110902,Trina,F,4,13,98
110903,Twyla,F,21,6,8
110904,Tylie,F,27,66,29
110905,Vanity,F,87,29,29
110906,Vasilisa,F,89,25,73
110907,Vela,F,96,54,95
110908,Vivia,F,35,68,58
110909,Wanda,F,95,28,1
110910,Wyllow,F,86,63,8
110911,Wynonna,F,58,0,58
110912,Xela,F,24,52,41
110913,Yashika,F,20,23,57
110914,Yoana,F,70,74,73
110915,Yuridia,F,30,37,82
110916,Zain,F,30,79,71
110917,Zamiya,F,92,31,30
110918,Zaydee,F,37,96,36
110919,Zaynah,F,22,60,78
110920,Zemora,F,41,26,13
110921,Zeplynn,F,82,9,11
110922,Zuriah,F,81,26,3
110923,Aaditya,M,9,51,69
110924,Aaro,M,34,6,97
110925,Abishai,M,61,5,97
110926,Aboubacar,M,59,23,6
110927,Akshaj,M,95,85,23
110928,Alanzo,M,3,15,54
110929,Amilcar,M,69,48,11
110930,Amilio,M,22,40,17
110931,Amyr,M,27,78,23
110932,Antwone,M,43,56,42
110933,Artur,M,65,46,93
110934,Arun,M,40,25,18
110935,Asante,M,45,79,51
110936,Asaph,M,65,44,11
110937,Ashby,M,34,16,9
110938,Assad,M,13,68,19
110939,Attikus,M,29,85,71
110940,Aydenn,M,83,83,19
110941,Aydrian,M,41,59,63
110942,Azul,M,46,52,93
110943,Bentzion,M,97,98,79
110944,Bleu,M,41,47,45
110945,Braeson,M,49,6,22
110946,Bristol,M,12,83,63
110947,Brysin,M,18,1,60
110948,Burhanuddin,M,62,50,45
110949,Calogero,M,59,70,70
110950,Cameren,M,92,86,13
110951,Cannan,M,64,83,92
110952,Carrick,M,49,91,44
110953,Cass,M,7,68,30
110954,Ceasar,M,73,53,67
110955,Chancelor,M,5,64,56
110956,Cheikh,M,69,95,88
110957,Ciro,M,76,72,88
110958,Clancy,M,89,9,40
110959,Crixus,M,69,56,88
110960,Cylis,M,77,47,66
110961,Dacari,M,42,49,46
110962,Dara,M,29,57,13
110963,Davidson,M,50,13,31
110964,Dawood,M,50,74,36
110965,Doc,M,72,66,84
110966,Donatello,M,11,98,16
110967,Dreyden,M,16,83,2
110968,Dyllan,M,23,26,38
110969,Eagan,M,52,53,71
110970,Eber,M,10,54,94
110971,Edwyn,M,8,2,31
110972,Efe,M,0,54,38
110973,Ellias,M,82,53,40
110974,Erasmo,M,44,81,78
110975,Erez,M,28,50,0
110976,Eryk,M,1,7,59
110977,Esequiel,M,1,14,99
110978,Euan,M,34,51,81
110979,Fahd,M,58,2,81
110980,Falcon,M,29,72,81
110981,Garland,M,48,94,64
110982,Garner,M,44,47,47
110983,Gautham,M,42,89,36
110984,Geremiah,M,48,68,18
110985,Gryphon,M,79,62,25
110986,Gurbaaz,M,62,62,85
110987,Havoc,M,26,0,35
110988,Henson,M,80,91,86
110989,Horace,M,13,5,44
110990,Huckleberry,M,45,82,73
110991,Huzaifa,M,81,26,45
110992,Iden,M,57,81,60
110993,Iniyan,M,38,69,1
110994,Irwin,M,25,41,34
110995,Ismaeel,M,73,53,98
110996,Jacory,M,99,13,83
110997,Jafar,M,1,92,15
110998,Jahi,M,1,44,64
110999,Jahiem,M,10,3,30
111000,Jahmere,M,19,50,90
111001,Jaivon,M,78,18,14
111002,Jakyrie,M,67,95,12
111003,Jamichael,M,14,93,67
111004,Jaxn,M,34,82,59
111005,Jazz,M,34,62,95
111006,Jhalil,M,93,35,59
111007,Jobe,M,47,28,30
111008,Joell,M,36,5,7
111009,Jordany,M,87,96,21
111010,Jovi,M,66,99,48
111011,Jozef,M,49,22,27
111012,Kadrian,M,19,28,78
111013,Kahmari,M,66,23,37
111014,Kailor,M,26,64,24
111015,Kaio,M,10,18,46
111016,Kaleth,M,10,51,76
111017,Kamir,M,6,93,29
111018,Karma,M,94,1,56
111019,Kaynan,M,85,15,91
111020,Kaysin,M,48,24,69
111021,Kelley,M,24,48,97
111022,Kennith,M,85,17,36
111023,Keston,M,82,75,65
111024,Khaden,M,33,50,36
111025,Khairo,M,46,24,26
111026,Kirubel,M,12,81,17
111027,Kortez,M,80,43,35
111028,Kutter,M,32,92,36
111029,Kyri,M,19,51,74
111030,Kyriee,M,12,34,2
111031,Lestat,M,49,50,81
111032,Lofton,M,2,16,32
111033,Mahkai,M,77,18,12
111034,Markeith,M,92,22,28
111035,Martavious,M,98,20,8
111036,Marvens,M,93,4,38
111037,Mateen,M,69,38,19
111038,Maui,M,71,12,85
111039,Montel,M,34,46,96
111040,Mordche,M,2,34,97
111041,Mykell,M,86,87,13
111042,Nadeem,M,7,61,68
111043,Nason,M,86,14,78
111044,Nesanel,M,93,66,18
111045,Nicklaus,M,68,83,2
111046,Nyaire,M,74,63,85
111047,Paxson,M,61,52,76
111048,Pheonix,M,7,87,27
111049,Philippe,M,34,43,86
111050,Philopater,M,38,46,49
111051,Prem,M,83,99,75
111052,Prentice,M,26,93,27
111053,Priest,M,54,16,3
111054,Prophet,M,7,65,33
111055,Quamir,M,1,20,61
111056,Raegan,M,5,72,90
111057,Rael,M,27,86,98
111058,Raja,M,96,64,31
111059,Rishabh,M,95,54,30
111060,Robel,M,75,81,41
111061,Rogue,M,86,34,54
111062,Rohit,M,45,98,8
111063,Rowland,M,40,4,52
111064,Salih,M,38,65,58
111065,Sartaj,M,8,31,82
111066,Shade,M,85,90,65
111067,Shiva,M,41,67,89
111068,Siah,M,4,82,49
111069,Silvio,M,12,10,54
111070,Srihaan,M,96,39,30
111071,Suhaib,M,81,59,93
111072,Taft,M,79,69,83
111073,Tallen,M,62,31,21
111074,Tayveon,M,25,69,86
111075,Thayne,M,87,21,96
111076,Townsend,M,15,97,9
111077,Trigg,M,63,25,24
111078,Ubaldo,M,45,19,9
111079,Vaughan,M,7,51,37
111080,Wael,M,8,44,86
111081,Warrick,M,87,52,36
111082,Wassim,M,56,6,20
111083,Xian,M,11,54,28
111084,Yadriel,M,68,6,15
111085,Yared,M,70,51,41
111086,Zealand,M,87,57,97
111087,Zuhair,M,19,72,82
111088,Zyheir,M,29,68,60
111089,Aalyiah,F,61,27,20
111090,Aanika,F,84,27,4
111091,Aariana,F,72,55,71
111092,Aarika,F,34,27,16
111093,Abrar,F,57,39,24
111094,Adalae,F,39,24,6
111095,Addisen,F,70,67,30
111096,Ahtziri,F,68,74,49
111097,Aithana,F,25,92,62
111098,Ajah,F,89,75,83
111099,Alexander,F,39,26,49
111100,Alexzandria,F,6,52,12
111101,Alilah,F,38,26,65
111102,Alisia,F,89,19,34
111103,Ama,F,55,67,39
111104,Amazing,F,44,39,57
111105,Amorette,F,2,10,95
111106,Amyia,F,20,35,15
111107,Anaika,F,4,34,77
111108,Aneesa,F,66,97,50
111109,Angelise,F,35,50,47
111110,Anhar,F,49,87,12
111111,Anila,F,94,51,89
111112,Annaclaire,F,60,74,49
111113,Anneke,F,71,21,51
111114,Annlee,F,22,6,89
111115,Annslee,F,30,36,68
111116,Areen,F,77,65,39
111117,Areesha,F,64,78,62
111118,Aribelle,F,36,45,30
111119,Arilyn,F,41,99,6
111120,Ary,F,32,63,22
111121,Aurie,F,54,93,80
111122,Autymn,F,3,60,98
111123,Ave,F,46,36,60
111124,Averlee,F,32,35,58
111125,Averleigh,F,0,66,1
111126,Avira,F,39,53,9
111127,Ayani,F,75,85,83
111128,Ayeza,F,39,50,55
111129,Aziya,F,54,34,64
111130,Azrielle,F,42,94,51
111131,Azula,F,24,92,77
111132,Bless,F,37,78,98
111133,Brecken,F,97,86,38
111134,Breena,F,80,42,17
111135,Briarrose,F,5,94,5
111136,Bridgett,F,94,99,34
111137,Brielynn,F,43,74,8
111138,Brienna,F,41,88,93
111139,Brinsley,F,63,9,58
111140,Caleesi,F,19,68,73
111141,Caliah,F,63,23,10
111142,Carolyne,F,35,56,26
111143,Charlye,F,98,63,15
111144,Cheyann,F,65,79,76
111145,Christen,F,56,48,19
111146,Chyanne,F,85,30,24
111147,Cohen,F,0,10,17
111148,Coraleigh,F,84,35,60
111149,Corbyn,F,30,62,51
111150,Crosby,F,26,79,84
111151,Dalayah,F,46,86,52
111152,Dalis,F,59,78,44
111153,Daniel,F,67,93,22
111154,Darian,F,8,71,67
111155,Darleen,F,17,40,71
111156,Daviana,F,46,20,52
111157,Dayton,F,61,76,10
111158,Dea,F,29,46,90
111159,Delores,F,12,38,80
111160,Dhara,F,35,64,62
111161,Dilynn,F,51,56,7
111162,Donya,F,52,67,40
111163,Dulcemaria,F,9,63,85
111164,Dyana,F,6,95,7
111165,Dyanna,F,93,54,61
111166,Electra,F,76,88,74
111167,Eleina,F,27,51,59
111168,Ellieanna,F,85,43,12
111169,Embrie,F,82,88,61
111170,Emileigh,F,59,19,82
111171,Emillia,F,52,36,37
111172,Emmalene,F,52,70,90
111173,Erabella,F,29,33,20
111174,Evangelyn,F,42,59,48
111175,Evelia,F,66,20,39
111176,Evelyna,F,66,92,41
111177,Evony,F,62,58,49
111178,Ezabella,F,31,22,76
111179,Falynn,F,76,76,8
111180,Fatma,F,11,96,28
111181,Fatuma,F,93,0,41
111182,Fayelynn,F,69,31,85
111183,Flynn,F,14,82,59
111184,Gabrianna,F,89,65,64
111185,Geovanna,F,22,25,52
111186,Gurnoor,F,60,3,13
111187,Hadeel,F,69,89,96
111188,Hadia,F,96,66,52
111189,Harlo,F,76,95,48
111190,Hazelle,F,79,25,52
111191,Hikari,F,56,8,46
111192,Huntlee,F,26,33,8
111193,Imari,F,45,75,79
111194,Inari,F,27,41,79
111195,Ivania,F,50,33,2
111196,Jahlani,F,83,42,42
111197,Jakira,F,1,37,83
111198,Jaleesa,F,7,30,87
111199,Jamira,F,28,8,4
111200,Jamyiah,F,55,50,88
111201,Janayah,F,76,40,77
111202,January,F,71,11,27
111203,Jaslin,F,71,7,2
111204,Jazz,F,81,3,8
111205,Jennica,F,18,46,7
111206,Jersi,F,31,71,2
111207,Jisselle,F,41,96,76
111208,Jocabed,F,57,41,90
111209,Josabet,F,85,88,69
111210,Journeigh,F,76,4,5
111211,Kaidynce,F,98,3,48
111212,Kaija,F,97,49,60
111213,Kala,F,32,14,67
111214,Kaleiah,F,30,35,34
111215,Kalissa,F,97,0,14
111216,Kalyssa,F,87,18,75
111217,Kamelia,F,38,65,19
111218,Kandice,F,94,39,62
111219,Kanyla,F,48,73,66
111220,Karalynn,F,24,56,8
111221,Karena,F,47,25,37
111222,Karmin,F,57,11,40
111223,Kashlynn,F,6,96,23
111224,Katja,F,21,15,50
111225,Kaybree,F,11,27,30
111226,Kaylan,F,93,46,91
111227,Kaysen,F,32,38,83
111228,Kelcie,F,24,84,25
111229,Kiernan,F,83,11,22
111230,Kinnley,F,56,75,11
111231,Kinza,F,77,26,83
111232,Kiva,F,2,64,18
111233,Koral,F,65,21,32
111234,Koralynn,F,55,23,72
111235,Kourtlyn,F,4,58,31
111236,Kyia,F,96,50,8
111237,Kynzley,F,38,77,79
111238,Lachlan,F,63,55,67
111239,Laelynn,F,68,14,53
111240,Lamaya,F,6,20,74
111241,Lanna,F,88,13,43
111242,Lareen,F,31,93,43
111243,Layanna,F,57,62,62
111244,Leeana,F,42,63,37
111245,Leeba,F,51,3,37
111246,Leinani,F,48,1,72
111247,Lennie,F,17,11,92
111248,Leo,F,93,17,99
111249,Leyana,F,38,80,75
111250,Lilee,F,49,50,98
111251,Lowen,F,55,66,72
111252,Lucas,F,38,92,89
111253,Lucienne,F,60,70,75
111254,Maanvi,F,21,16,75
111255,Maanya,F,38,82,10
111256,Maija,F,72,63,3
111257,Maisha,F,74,46,86
111258,Maisley,F,6,99,47
111259,Manuella,F,14,82,49
111260,Maricella,F,54,63,94
111261,Marvella,F,37,32,15
111262,Maryalice,F,16,0,80
111263,Matea,F,93,99,12
111264,Mayley,F,37,44,83
111265,Merrick,F,20,79,99
111266,Merry,F,88,28,65
111267,Millee,F,8,42,24
111268,Minka,F,1,82,47
111269,Mitzi,F,94,60,91
111270,Moksha,F,8,50,55
111271,Mora,F,68,65,79
111272,Moriyah,F,75,57,66
111273,Muriel,F,81,29,74
111274,Muslima,F,23,91,26
111275,Nafisa,F,47,64,35
111276,Najah,F,17,70,24
111277,Nasra,F,50,94,36
111278,Nataliya,F,71,42,25
111279,Navayah,F,85,1,38
111280,Naveyah,F,63,68,82
111281,Nayana,F,99,86,76
111282,Neomi,F,72,99,34
111283,Nevayah,F,37,62,8
111284,Nilani,F,28,24,52
111285,Noble,F,35,64,88
111286,Noely,F,42,83,22
111287,Nolah,F,51,81,43
111288,Nysa,F,61,67,34
111289,Olena,F,20,68,46
111290,Oliver,F,55,87,47
111291,Oluwanifemi,F,17,35,67
111292,Paislyn,F,74,67,82
111293,Paz,F,44,67,48
111294,Pheobe,F,98,1,17
111295,Pierce,F,37,10,47
111296,Pricilla,F,74,46,7
111297,Raegen,F,57,92,52
111298,Raghad,F,42,9,56
111299,Railee,F,7,70,97
111300,Railey,F,15,96,77
111301,Rainee,F,20,39,9
111302,Rani,F,11,82,91
111303,Raziya,F,52,64,63
111304,Reet,F,15,8,22
111305,Reham,F,41,18,40
111306,Rheagan,F,37,53,81
111307,Riddhi,F,55,62,46
111308,Rihana,F,63,51,29
111309,Rosaria,F,54,87,74
111310,Rubani,F,27,89,7
111311,Ruhani,F,57,45,25
111312,Ruqayyah,F,32,37,54
111313,Ryn,F,15,65,55
111314,Saavi,F,21,37,43
111315,Saiya,F,75,4,18
111316,Samary,F,49,69,26
111317,Sameera,F,79,64,85
111318,Samone,F,73,28,17
111319,Saraiyah,F,53,74,52
111320,Sargun,F,4,7,28
111321,Saveah,F,95,77,36
111322,Scarlettrose,F,65,33,42
111323,Seline,F,70,16,48
111324,Sharlene,F,20,87,8
111325,Shaye,F,97,39,40
111326,Shayleigh,F,53,76,98
